state,date,death,hospitalized,positive
IN,2021-01-17,9310,38398,590211
KS,2021-01-17,3502,7713,256134
KY,2021-01-17,3127,15246,326675
LA,2021-01-17,8203,,368980
MA,2021-01-17,13652,17109,470140
MD,2021-01-17,6567,29631,326445
ME,2021-01-17,511,1244,33559
MI,2021-01-17,14669,,581785
MN,2021-01-17,5927,23367,446380
MO,2021-01-17,6254,,437549
MP,2021-01-17,2,4,128
MS,2021-01-17,5521,8425,252475
MT,2021-01-17,1092,3962,89393
NC,2021-01-17,8083,,674637
ND,2021-01-17,1395,3704,95864
NE,2021-01-17,1837,5565,180910
NH,2021-01-17,933,957,56864
NJ,2021-01-17,20439,54487,627221
NM,2021-01-17,2932,11106,163637
NV,2021-01-17,3779,,261573
NY,2021-01-17,32897,,1233390
OH,2021-01-17,10200,43189,826754
OK,2021-01-17,2987,20036,354979
OR,2021-01-17,1799,7198,132412
PA,2021-01-17,19310,,767800
PR,2021-01-17,1703,,87381
RI,2021-01-17,2028,7432,106224
SC,2021-01-17,6237,16436,388184
SD,2021-01-17,1656,6063,105544
TN,2021-01-17,8391,16018,685321
TX,2021-01-17,32038,,2113962
UT,2021-01-17,1493,12518,323837
VA,2021-01-17,5729,19913,439305
VI,2021-01-17,24,,2260
VT,2021-01-17,163,,10057
WA,2021-01-17,3903,16370,285970
WI,2021-01-17,5906,23076,568166
WV,2021-01-17,1776,,108821
WY,2021-01-17,522,1223,49363
AK,2021-01-16,229,1152,50017
AL,2021-01-16,6119,38763,420681
AR,2021-01-16,4293,12686,270178
AS,2021-01-16,0,,0
AZ,2021-01-16,11248,46648,666901
CA,2021-01-16,32960,,2900246
CO,2021-01-16,5363,20664,373483
CT,2021-01-16,6594,,223422
DC,2021-01-16,847,,33537
DE,2021-01-16,1016,,69372
FL,2021-01-16,24380,68780,1531830
GA,2021-01-16,12291,46515,809663
GU,2021-01-16,126,,7481
HI,2021-01-16,320,1928,24813
IA,2021-01-16,4321,,256403
ID,2021-01-16,1603,6269,154470
IL,2021-01-16,20020,,1064667
IN,2021-01-16,9287,38266,587049
KS,2021-01-16,3502,7713,256134
KY,2021-01-16,3093,15246,324325
LA,2021-01-16,8080,,364853
MA,2021-01-16,13583,17109,465726
MD,2021-01-16,6541,29412,324031
ME,2021-01-16,507,1242,33219
MI,2021-01-16,14669,,581785
MN,2021-01-16,5887,23291,445047
MO,2021-01-16,6253,,436199
MP,2021-01-16,2,4,128
MS,2021-01-16,5481,8425,250869
MT,2021-01-16,1088,3957,89056
NC,2021-01-16,8016,,667826
ND,2021-01-16,1395,3704,95714
NE,2021-01-16,1837,5565,180910
NH,2021-01-16,927,955,55945
NJ,2021-01-16,20414,54395,622089
NM,2021-01-16,2910,11075,162893
NV,2021-01-16,3761,,260090
NY,2021-01-16,32725,,1219548
OH,2021-01-16,10135,43048,821507
OK,2021-01-16,2952,19806,351665
OR,2021-01-16,1758,7198,131258
PA,2021-01-16,19188,,761777
PR,2021-01-16,1703,,86523
RI,2021-01-16,2019,7432,105472
SC,2021-01-16,6108,16288,382422
SD,2021-01-16,1633,6039,105278
TN,2021-01-16,8355,15953,680847
TX,2021-01-16,31831,,2097560
UT,2021-01-16,1485,12452,322252
VA,2021-01-16,5706,19846,429391
VI,2021-01-16,24,,2166
VT,2021-01-16,163,,9915
WA,2021-01-16,3903,16370,285970
WI,2021-01-16,5905,23026,566275
WV,2021-01-16,1761,,108124
WY,2021-01-16,522,1215,49068
AK,2021-01-15,229,1152,49835
AL,2021-01-15,6030,38763,417528
AR,2021-01-15,4263,12598,267635
AS,2021-01-15,0,,0
AZ,2021-01-15,11040,45665,658186
CA,2021-01-15,32291,,2859624
CO,2021-01-15,5343,20627,371458
CT,2021-01-15,6594,,223422
DC,2021-01-15,842,,33140
DE,2021-01-15,1002,,68727
FL,2021-01-15,24169,68444,1519944
GA,2021-01-15,12138,46208,801130
GU,2021-01-15,125,,7474
HI,2021-01-15,318,1928,24584
IA,2021-01-15,4257,,255488
ID,2021-01-15,1591,6225,153358
IL,2021-01-15,19873,,1059324
IN,2021-01-15,9246,38056,583160
KS,2021-01-15,3502,7713,256134
KY,2021-01-15,3061,15102,321270
LA,2021-01-15,8080,,364853
MA,2021-01-15,13509,17109,459927
MD,2021-01-15,6494,29285,320739
ME,2021-01-15,477,1228,32781
MI,2021-01-15,14550,,579574
MN,2021-01-15,5850,23185,443562
MO,2021-01-15,6229,,434188
MP,2021-01-15,2,4,128
MS,2021-01-15,5411,8425,248189
MT,2021-01-15,1086,3940,88635
NC,2021-01-15,7933,,659840
ND,2021-01-15,1395,3699,95599
NE,2021-01-15,1818,5539,180131
NH,2021-01-15,908,953,55500
NJ,2021-01-15,20320,54180,616090
NM,2021-01-15,2874,11005,161805
NV,2021-01-15,3698,,258050
NY,2021-01-15,32566,,1203550
OH,2021-01-15,10057,42807,814442
OK,2021-01-15,2925,19616,348044
OR,2021-01-15,1737,7173,130246
PA,2021-01-15,18957,,754611
PR,2021-01-15,1692,,85954
RI,2021-01-15,2005,7432,104443
SC,2021-01-15,6037,16135,375967
SD,2021-01-15,1629,6023,104937
TN,2021-01-15,8311,15873,676039
TX,2021-01-15,31450,,2072903
UT,2021-01-15,1472,12351,320102
VA,2021-01-15,5656,19741,422634
VI,2021-01-15,24,,2166
VT,2021-01-15,163,,9734
WA,2021-01-15,3876,16080,283777
WI,2021-01-15,5770,22923,563866
WV,2021-01-15,1733,,106649
WY,2021-01-15,522,1211,48909
AK,2021-01-14,228,1149,49535
AL,2021-01-14,5945,38450,414583
AR,2021-01-14,4228,12503,264511
AS,2021-01-14,0,,0
AZ,2021-01-14,10855,45260,649040
CA,2021-01-14,31654,,2816969
CO,2021-01-14,5316,20526,369177
CT,2021-01-14,6553,,221544
DC,2021-01-14,842,,32820
DE,2021-01-14,995,,68065
FL,2021-01-14,23981,68011,1503529
GA,2021-01-14,11975,45893,791324
GU,2021-01-14,124,,7457
HI,2021-01-14,318,1920,24434
IA,2021-01-14,4251,,254453
ID,2021-01-14,1564,6178,152364
IL,2021-01-14,19724,,1052682
IN,2021-01-14,9202,37868,578494
KS,2021-01-14,3355,7540,252041
KY,2021-01-14,3042,15022,317345
LA,2021-01-14,8080,,361148
MA,2021-01-14,13433,17109,454402
MD,2021-01-14,6449,29123,317815
ME,2021-01-14,461,1217,31958
MI,2021-01-14,14511,,576573
MN,2021-01-14,5817,23113,441935
MO,2021-01-14,6201,,431957
MP,2021-01-14,2,4,128
MS,2021-01-14,5356,8425,245847
MT,2021-01-14,1077,3917,88110
NC,2021-01-14,7825,,650926
ND,2021-01-14,1372,3689,95378
NE,2021-01-14,1803,5520,179199
NH,2021-01-14,897,944,54778
NJ,2021-01-14,20253,54004,609721
NM,2021-01-14,2836,10947,160543
NV,2021-01-14,3658,,256172
NY,2021-01-14,32379,,1183608
OH,2021-01-14,9990,42491,807293
OK,2021-01-14,2882,19460,344506
OR,2021-01-14,1708,7123,129109
PA,2021-01-14,18742,,748564
PR,2021-01-14,1679,,84816
RI,2021-01-14,1996,7366,103386
SC,2021-01-14,5934,15940,371180
SD,2021-01-14,1614,5998,104512
TN,2021-01-14,8232,15753,670482
TX,2021-01-14,31050,,2045699
UT,2021-01-14,1460,12249,317559
VA,2021-01-14,5626,19595,417839
VI,2021-01-14,24,,2166
VT,2021-01-14,162,,9573
WA,2021-01-14,3838,16080,281202
WI,2021-01-14,5728,22804,561160
WV,2021-01-14,1702,,105219
WY,2021-01-14,522,1207,48701
AK,2021-01-13,226,1138,49203
AL,2021-01-13,5760,38229,410995
AR,2021-01-13,4186,12414,262020
AS,2021-01-13,0,,0
AZ,2021-01-13,10673,44863,641729
CA,2021-01-13,31102,,2781039
CO,2021-01-13,5285,20432,366774
CT,2021-01-13,6536,,220576
DC,2021-01-13,831,,32600
DE,2021-01-13,994,,67173
FL,2021-01-13,23759,67598,1490148
GA,2021-01-13,11803,45533,782288
GU,2021-01-13,124,,7444
HI,2021-01-13,312,1913,24259
IA,2021-01-13,4232,,253307
ID,2021-01-13,1556,6128,151273
IL,2021-01-13,19617,,1046030
IN,2021-01-13,9163,37679,574119
KS,2021-01-13,3355,7540,252041
KY,2021-01-13,2991,14892,313282
LA,2021-01-13,8022,,355835
MA,2021-01-13,13359,17109,448447
MD,2021-01-13,6404,28986,314867
ME,2021-01-13,453,1201,31150
MI,2021-01-13,14336,,573278
MN,2021-01-13,5774,23018,440354
MO,2021-01-13,6171,,429177
MP,2021-01-13,2,4,128
MS,2021-01-13,5315,8425,243899
MT,2021-01-13,1069,3903,87653
NC,2021-01-13,7745,,641073
ND,2021-01-13,1364,3683,95135
NE,2021-01-13,1791,5497,177670
NH,2021-01-13,885,942,54125
NJ,2021-01-13,20161,53814,602629
NM,2021-01-13,2807,10872,159119
NV,2021-01-13,3596,,253985
NY,2021-01-13,32175,,1169947
OH,2021-01-13,9881,42151,799639
OK,2021-01-13,2848,19199,341364
OR,2021-01-13,1667,7052,127780
PA,2021-01-13,18429,,741389
PR,2021-01-13,1659,,84639
RI,2021-01-13,1987,7310,102485
SC,2021-01-13,5911,15848,365378
SD,2021-01-13,1604,5978,104195
TN,2021-01-13,8148,15655,665499
TX,2021-01-13,30624,,2022635
UT,2021-01-13,1449,12160,314817
VA,2021-01-13,5552,19470,412545
VI,2021-01-13,24,,2166
VT,2021-01-13,158,,9368
WA,2021-01-13,3789,16068,278544
WI,2021-01-13,5679,22705,558020
WV,2021-01-13,1671,,104392
WY,2021-01-13,522,1197,48289
AK,2021-01-12,224,1104,48797
AL,2021-01-12,5573,37587,407848
AR,2021-01-12,4121,12313,259553
AS,2021-01-12,0,,0
AZ,2021-01-12,10482,44389,636100
CA,2021-01-12,30513,,2747288
CO,2021-01-12,5242,20280,364336
CT,2021-01-12,6449,,217047
DC,2021-01-12,825,,32423
DE,2021-01-12,991,,66446
FL,2021-01-12,23585,67158,1476484
GA,2021-01-12,11662,45177,773692
GU,2021-01-12,124,,7423
HI,2021-01-12,309,1902,24153
IA,2021-01-12,4222,,251866
ID,2021-01-12,1544,6079,150239
IL,2021-01-12,19497,,1040168
IN,2021-01-12,9104,37505,570477
KS,2021-01-12,3255,7351,247502
KY,2021-01-12,2944,14738,308729
LA,2021-01-12,7971,,352939
MA,2021-01-12,13273,16603,442529
MD,2021-01-12,6367,28860,312351
ME,2021-01-12,449,1189,30326
MI,2021-01-12,14296,,570150
MN,2021-01-12,5724,22931,438867
MO,2021-01-12,6155,,427117
MP,2021-01-12,2,4,128
MS,2021-01-12,5284,8425,241957
MT,2021-01-12,1067,3883,87077
NC,2021-01-12,7638,,635975
ND,2021-01-12,1363,3667,94968
NE,2021-01-12,1772,5475,176670
NH,2021-01-12,878,937,53148
NJ,2021-01-12,20039,53577,594749
NM,2021-01-12,2794,10815,157974
NV,2021-01-12,3546,,252842
NY,2021-01-12,32007,,1155370
OH,2021-01-12,9802,41863,792938
OK,2021-01-12,2804,18952,337457
OR,2021-01-12,1613,6992,126607
PA,2021-01-12,18080,,733429
PR,2021-01-12,1645,,84427
RI,2021-01-12,1970,7241,101393
SC,2021-01-12,5860,15706,359357
SD,2021-01-12,1585,5943,103743
TN,2021-01-12,8011,15510,660874
TX,2021-01-12,30219,,1995292
UT,2021-01-12,1422,12059,309629
VA,2021-01-12,5477,19326,407947
VI,2021-01-12,24,,2166
VT,2021-01-12,158,,9247
WA,2021-01-12,3699,15978,276686
WI,2021-01-12,5633,22583,555249
WV,2021-01-12,1634,,103203
WY,2021-01-12,522,1192,48072
AK,2021-01-11,224,1104,48797
AL,2021-01-11,5347,37587,404000
AR,2021-01-11,4081,12115,256344
AS,2021-01-11,0,,0
AZ,2021-01-11,10147,43636,627541
CA,2021-01-11,29965,,2710801
CO,2021-01-11,5213,20015,362825
CT,2021-01-11,6416,,213358
DC,2021-01-11,821,,31993
DE,2021-01-11,986,,65827
FL,2021-01-11,23424,66738,1461958
GA,2021-01-11,11475,44742,764499
GU,2021-01-11,124,,7423
HI,2021-01-11,309,1895,24039
IA,2021-01-11,4139,,251229
ID,2021-01-11,1534,6037,149667
IL,2021-01-11,19363,,1033526
IN,2021-01-11,9016,37288,567338
KS,2021-01-11,3255,7351,247502
KY,2021-01-11,2922,14621,305707
LA,2021-01-11,7918,,348234
MA,2021-01-11,13206,16603,437042
MD,2021-01-11,6301,28731,309686
ME,2021-01-11,438,1171,29611
MI,2021-01-11,14192,,567682
MN,2021-01-11,5711,22815,437552
MO,2021-01-11,5951,,424986
MP,2021-01-11,2,4,125
MS,2021-01-11,5186,8425,240309
MT,2021-01-11,1057,3853,86653
NC,2021-01-11,7578,,629124
ND,2021-01-11,1360,3656,94830
NE,2021-01-11,1760,5460,176026
NH,2021-01-11,869,934,52307
NJ,2021-01-11,19932,53335,590162
NM,2021-01-11,2764,10721,157087
NV,2021-01-11,3500,,250249
NY,2021-01-11,31841,,1140156
OH,2021-01-11,9702,41377,784957
OK,2021-01-11,2775,18885,335247
OR,2021-01-11,1605,6864,125683
PA,2021-01-11,17853,,726154
PR,2021-01-11,1642,,83468
RI,2021-01-11,1947,7191,100607
SC,2021-01-11,5826,15664,357654
SD,2021-01-11,1585,5917,103499
TN,2021-01-11,7865,15359,657396
TX,2021-01-11,29933,,1969240
UT,2021-01-11,1396,11940,307483
VA,2021-01-11,5393,19182,403386
VI,2021-01-11,24,,2143
VT,2021-01-11,156,,9078
WA,2021-01-11,3698,15771,271595
WI,2021-01-11,5575,22434,551942
WV,2021-01-11,1594,,102282
WY,2021-01-11,489,1216,47395
AK,2021-01-10,224,1101,48624
AL,2021-01-10,5334,36754,401900
AR,2021-01-10,4043,12115,255076
AS,2021-01-10,0,,0
AZ,2021-01-10,10141,43582,618546
CA,2021-01-10,29701,,2670962
CO,2021-01-10,5208,19985,361148
CT,2021-01-10,6324,,205994
DC,2021-01-10,817,,31791
DE,2021-01-10,972,,65273
FL,2021-01-10,23261,66533,1450620
GA,2021-01-10,11458,44635,757045
GU,2021-01-10,124,,7412
HI,2021-01-10,309,1864,23867
IA,2021-01-10,4138,,250753
ID,2021-01-10,1528,6015,149235
IL,2021-01-10,19293,,1028750
IN,2021-01-10,8985,37125,563653
KS,2021-01-10,3148,7257,242322
KY,2021-01-10,2901,14560,303625
LA,2021-01-10,7873,,346829
MA,2021-01-10,13151,16603,432791
MD,2021-01-10,6272,28523,306674
ME,2021-01-10,432,1158,29298
MI,2021-01-10,14145,,562553
MN,2021-01-10,5707,22763,436572
MO,2021-01-10,5948,,423327
MP,2021-01-10,2,4,125
MS,2021-01-10,5167,8260,239082
MT,2021-01-10,1056,3834,86324
NC,2021-01-10,7567,,623188
ND,2021-01-10,1360,3651,94716
NE,2021-01-10,1737,5444,175620
NH,2021-01-10,869,922,51600
NJ,2021-01-10,19886,53253,584828
NM,2021-01-10,2749,10659,156157
NV,2021-01-10,3467,,248568
NY,2021-01-10,31672,,1126442
OH,2021-01-10,9627,41158,777065
OK,2021-01-10,2761,18824,331362
OR,2021-01-10,1603,6864,124476
PA,2021-01-10,17770,,720816
PR,2021-01-10,1630,,83119
RI,2021-01-10,1940,7027,100039
SC,2021-01-10,5811,15598,354525
SD,2021-01-10,1585,5904,103318
TN,2021-01-10,7785,15307,653869
TX,2021-01-10,29877,,1954406
UT,2021-01-10,1392,11866,305999
VA,2021-01-10,5383,19095,398856
VI,2021-01-10,24,,2143
VT,2021-01-10,156,,8967
WA,2021-01-10,3698,15771,271595
WI,2021-01-10,5570,22378,550260
WV,2021-01-10,1582,,101212
WY,2021-01-10,489,1200,46832
AK,2021-01-09,224,1100,48374
AL,2021-01-09,5299,36754,399150
AR,2021-01-09,4010,12087,251746
AS,2021-01-09,0,,0
AZ,2021-01-09,10036,43095,607345
CA,2021-01-09,29233,,2621277
CO,2021-01-09,5190,19962,358947
CT,2021-01-09,6324,,205994
DC,2021-01-09,813,,31457
DE,2021-01-09,969,,64475
FL,2021-01-09,23150,66332,1438579
GA,2021-01-09,11457,44510,748852
GU,2021-01-09,124,,7404
HI,2021-01-09,307,1864,23669
IA,2021-01-09,4127,,249813
ID,2021-01-09,1523,5995,148258
IL,2021-01-09,19210,,1024039
IN,2021-01-09,8966,36959,558560
KS,2021-01-09,3148,7257,242322
KY,2021-01-09,2876,14511,300398
LA,2021-01-09,7833,,341431
MA,2021-01-09,13074,16603,427135
MD,2021-01-09,6246,28296,303364
ME,2021-01-09,432,1158,29019
MI,2021-01-09,14145,,562553
MN,2021-01-09,5663,22699,434413
MO,2021-01-09,5944,,420583
MP,2021-01-09,2,4,125
MS,2021-01-09,5146,8260,236868
MT,2021-01-09,1054,3837,86102
NC,2021-01-09,7425,,614355
ND,2021-01-09,1360,3644,94558
NE,2021-01-09,1733,5434,174614
NH,2021-01-09,862,922,50871
NJ,2021-01-09,19854,53171,579182
NM,2021-01-09,2732,10622,154954
NV,2021-01-09,3450,,246309
NY,2021-01-09,31519,,1111087
OH,2021-01-09,9599,41057,770977
OK,2021-01-09,2738,18638,324875
OR,2021-01-09,1575,6864,122847
PA,2021-01-09,17667,,713310
PR,2021-01-09,1616,,82630
RI,2021-01-09,1930,7027,99001
SC,2021-01-09,5758,15509,350084
SD,2021-01-09,1570,5871,102901
TN,2021-01-09,7704,15254,646450
TX,2021-01-09,29691,,1938551
UT,2021-01-09,1390,11778,303723
VA,2021-01-09,5381,19025,393715
VI,2021-01-09,24,,2143
VT,2021-01-09,156,,8790
WA,2021-01-09,3699,15557,268607
WI,2021-01-09,5567,22326,548134
WV,2021-01-09,1570,,99778
WY,2021-01-09,489,1197,46719
AK,2021-01-08,223,1095,48063
AL,2021-01-08,5191,36754,394287
AR,2021-01-08,3966,11968,248860
AS,2021-01-08,0,,0
AZ,2021-01-08,9938,42718,596251
CA,2021-01-08,28538,,2568641
CO,2021-01-08,5138,19855,356110
CT,2021-01-08,6324,,205994
DC,2021-01-08,809,,31107
DE,2021-01-08,957,,63503
FL,2021-01-08,23011,65986,1423510
GA,2021-01-08,11314,44187,736926
GU,2021-01-08,124,,7399
HI,2021-01-08,303,1864,23421
IA,2021-01-08,4124,,248741
ID,2021-01-08,1517,5938,147173
IL,2021-01-08,19108,,1017322
IN,2021-01-08,8892,36766,552594
KS,2021-01-08,3148,7257,242322
KY,2021-01-08,2856,14359,296167
LA,2021-01-08,7833,,341431
MA,2021-01-08,12985,16603,419721
MD,2021-01-08,6216,28068,299606
ME,2021-01-08,426,1150,28407
MI,2021-01-08,13913,,559655
MN,2021-01-08,5620,22617,431944
MO,2021-01-08,5912,,416758
MP,2021-01-08,2,4,125
MS,2021-01-08,5101,8260,233665
MT,2021-01-08,1049,3814,85568
NC,2021-01-08,7328,,602774
ND,2021-01-08,1360,3642,94438
NE,2021-01-08,1811,5414,173591
NH,2021-01-08,846,922,50152
NJ,2021-01-08,19756,49737,571755
NM,2021-01-08,2710,10510,153456
NV,2021-01-08,3394,,243661
NY,2021-01-08,31329,,1094144
OH,2021-01-08,9544,40787,762603
OK,2021-01-08,2703,18418,320586
OR,2021-01-08,1568,6845,121085
PA,2021-01-08,17394,,703265
PR,2021-01-08,1592,,82067
RI,2021-01-08,1916,7027,97614
SC,2021-01-08,5695,15335,344176
SD,2021-01-08,1556,5851,102580
TN,2021-01-08,7618,15178,640606
TX,2021-01-08,29310,,1915261
UT,2021-01-08,1381,11679,301110
VA,2021-01-08,5312,18918,387917
VI,2021-01-08,24,,2143
VT,2021-01-08,156,,8619
WA,2021-01-08,3634,15568,264012
WI,2021-01-08,5529,22206,544618
WV,2021-01-08,1554,,97898
WY,2021-01-08,489,1196,46647
AK,2021-01-07,223,1084,47660
AL,2021-01-07,5080,36411,389230
AR,2021-01-07,3926,11900,245916
AS,2021-01-07,0,,0
AZ,2021-01-07,9741,42112,584593
CA,2021-01-07,28045,,2518611
CO,2021-01-07,5102,19734,352923
CT,2021-01-07,6287,,202758
DC,2021-01-07,808,,30750
DE,2021-01-07,949,,62949
FL,2021-01-07,22817,65622,1404374
GA,2021-01-07,11230,43796,723630
GU,2021-01-07,124,,7386
HI,2021-01-07,299,1852,23113
IA,2021-01-07,4065,,247133
ID,2021-01-07,1488,5871,146106
IL,2021-01-07,18941,,1008045
IN,2021-01-07,8823,36517,546499
KS,2021-01-07,3027,7113,236818
KY,2021-01-07,2843,14251,291430
LA,2021-01-07,7728,,338054
MA,2021-01-07,12909,16603,411601
MD,2021-01-07,6173,27900,295874
ME,2021-01-07,385,1135,27625
MI,2021-01-07,13873,,555747
MN,2021-01-07,5572,22541,429570
MO,2021-01-07,5882,,412426
MP,2021-01-07,2,4,125
MS,2021-01-07,5061,8260,231490
MT,2021-01-07,1038,3782,84750
NC,2021-01-07,7213,,592746
ND,2021-01-07,1348,3623,94156
NE,2021-01-07,1703,5386,172469
NH,2021-01-07,827,922,49261
NJ,2021-01-07,19646,49515,564806
NM,2021-01-07,2680,10366,151819
NV,2021-01-07,3339,,240795
NY,2021-01-07,31164,,1075312
OH,2021-01-07,9462,40469,753068
OK,2021-01-07,2672,18193,315354
OR,2021-01-07,1558,6737,120223
PA,2021-01-07,17179,,693087
PR,2021-01-07,1588,,79898
RI,2021-01-07,1910,6956,96591
SC,2021-01-07,5661,15202,338112
SD,2021-01-07,1544,5829,102132
TN,2021-01-07,7492,15068,634237
TX,2021-01-07,28938,,1891741
UT,2021-01-07,1359,11578,297317
VA,2021-01-07,5275,18790,382679
VI,2021-01-07,24,,2106
VT,2021-01-07,155,,8403
WA,2021-01-07,3605,15415,260752
WI,2021-01-07,5477,22070,540508
WV,2021-01-07,1518,,96002
WY,2021-01-07,489,1184,46168
AK,2021-01-06,220,1074,47334
AL,2021-01-06,4994,36059,384184
AR,2021-01-06,3901,11867,242593
AS,2021-01-06,0,,0
AZ,2021-01-06,9444,41063,574680
CA,2021-01-06,27462,,2482226
CO,2021-01-06,5050,19703,349450
CT,2021-01-06,6230,,199454
DC,2021-01-06,806,,30482
DE,2021-01-06,947,,61729
FL,2021-01-06,22647,65232,1385040
GA,2021-01-06,11165,43629,713840
GU,2021-01-06,123,,7378
HI,2021-01-06,299,1843,22792
IA,2021-01-06,4060,,245839
ID,2021-01-06,1471,5824,144843
IL,2021-01-06,18735,,999288
IN,2021-01-06,8743,36314,539229
KS,2021-01-06,3027,7113,236818
KY,2021-01-06,2806,14039,286541
LA,2021-01-06,7681,,333524
MA,2021-01-06,12836,16098,404053
MD,2021-01-06,6132,27711,292904
ME,2021-01-06,372,1124,27090
MI,2021-01-06,13667,,551498
MN,2021-01-06,5528,22437,427587
MO,2021-01-06,5858,,408443
MP,2021-01-06,2,4,124
MS,2021-01-06,5013,8260,228235
MT,2021-01-06,1015,3738,84060
NC,2021-01-06,7076,,582348
ND,2021-01-06,1341,3610,93832
NE,2021-01-06,1692,5358,171033
NH,2021-01-06,816,919,48838
NJ,2021-01-06,19523,49324,557267
NM,2021-01-06,2641,10278,149984
NV,2021-01-06,3295,,237393
NY,2021-01-06,30965,,1057676
OH,2021-01-06,9368,40104,742817
OK,2021-01-06,2633,17886,311573
OR,2021-01-06,1550,6635,119488
PA,2021-01-06,16914,,683389
PR,2021-01-06,1570,,79612
RI,2021-01-06,1890,6905,95463
SC,2021-01-06,5582,15015,333235
SD,2021-01-06,1519,5805,101684
TN,2021-01-06,7381,14935,625237
TX,2021-01-06,28545,,1867163
UT,2021-01-06,1330,11463,292720
VA,2021-01-06,5226,18636,377300
VI,2021-01-06,24,,2083
VT,2021-01-06,152,,8158
WA,2021-01-06,3541,15327,258767
WI,2021-01-06,5435,21971,535999
WV,2021-01-06,1481,,94678
WY,2021-01-06,464,1176,45890
AK,2021-01-05,218,1056,47006
AL,2021-01-05,4886,35430,379593
AR,2021-01-05,3836,11743,238888
AS,2021-01-05,0,,0
AZ,2021-01-05,9317,40303,567474
CA,2021-01-05,27003,,2452334
CO,2021-01-05,4991,18818,346893
CT,2021-01-05,6192,,196968
DC,2021-01-05,801,,30166
DE,2021-01-05,947,,61100
FL,2021-01-05,22515,64783,1367778
GA,2021-01-05,11072,43018,706154
GU,2021-01-05,123,,7357
HI,2021-01-05,289,1817,22650
IA,2021-01-05,3999,,243829
ID,2021-01-05,1459,5745,143305
IL,2021-01-05,18562,,991719
IN,2021-01-05,8663,36121,533083
KS,2021-01-05,2897,6955,231317
KY,2021-01-05,2772,13850,280836
LA,2021-01-05,7635,,326648
MA,2021-01-05,12734,16098,397202
MD,2021-01-05,6082,27542,289758
ME,2021-01-05,369,1117,26565
MI,2021-01-05,13608,,546642
MN,2021-01-05,5461,22337,425261
MO,2021-01-05,5825,,405589
MP,2021-01-05,2,4,122
MS,2021-01-05,4975,8260,225444
MT,2021-01-05,1005,3686,83378
NC,2021-01-05,6996,,575396
ND,2021-01-05,1336,3597,93494
NE,2021-01-05,1682,5321,169585
NH,2021-01-05,792,918,47992
NJ,2021-01-05,19382,49058,551419
NM,2021-01-05,2594,10163,148499
NV,2021-01-05,3235,,235455
NY,2021-01-05,30802,,1041028
OH,2021-01-05,9247,39650,735003
OK,2021-01-05,2571,17554,308268
OR,2021-01-05,1506,6635,118453
PA,2021-01-05,16546,,673915
PR,2021-01-05,1562,,79319
RI,2021-01-05,1870,6837,93852
SC,2021-01-05,5498,14851,328073
SD,2021-01-05,1513,5764,101076
TN,2021-01-05,7267,14835,617649
TX,2021-01-05,28219,,1843153
UT,2021-01-05,1312,11356,288951
VA,2021-01-05,5191,18526,371913
VI,2021-01-05,24,,2055
VT,2021-01-05,149,,8038
WA,2021-01-05,3482,15160,256435
